,Unnamed: 0,text,intent,intentId,labels,scores
2384,1465,"I'd like to consider the mails coming from google calendar separately from the rest, can I have a special label for them?",How can I send a fax online? [closed],95,94,0
2385,1599,"You can do this in Firefox and several other browsers using a plugin called Xmarks, in Safari using MobileMe, or in Chrome with Google's built-in Chrome Sync (in the Preferences menu).",How do I strikethrough text in Gmail?,103,102,0
2386,1142,Adding an urgency flag to a mail in gmail?,How do I retrieve a message I accidentally archived in Gmail?,72,71,0
2387,1399,"You can use FengOffice , however, I don't think it has the ability to upload/download as office formats.  There is EtherPad , which google docs docs is based off of, but it only has word documents, and I don't think it has upload/download either.",How can I import Facebook events into my Google calendar?,90,89,0
2388,25,"There's a step by step YouTube guide on how to delete a Facebook account. There's also this blog article guiding you through the process.  Note that deactivating your Facebook account only makes Facebook temporarily unavailable; it will be reactivated once you login again to your account. So if you are 100% sure you want to delete your account account, only then go for the delete option. It may take 15 days to completely delete your Facebook account.",What happens to your Facebook account when you die?,2,1,0
2389,1828,tryhaskell.org if you are interested in functional programming,How do I add a caption to an image in Google Documents?,116,115,0
2390,202,Applying a filter to gmail mails that would leave only unlabeled mails.,Did the receiver open the mail?,12,11,0
2391,675,"I'm really interested in who has been accessing my github repo, is there a way to get an overview of these users?",Can I host my own instance of Trello?,42,41,0
2392,203,How to filter out mails that are missing a label.,How do I retrieve a message I accidentally archived in Gmail?,12,11,0
2393,1930,Multiple destinations in google maps.,What is Wolfram Alpha good for? [closed],123,122,0
2394,1158,Inbox is a label.  Search for -label:inbox,How do I download a YouTube video?,73,72,0
2395,1824,Are there any sites where I can code online and get my interpreted code executed.,How can I send a Windows executable via Gmail?,116,115,0
2396,1732,"I find the sound that notifies you of something in gho very irritating, is there a way to get rid of it?",How can I set a Gmail filter that finds email sent “only to me”?,111,110,0
2397,781,"The most simple way to do this is activating pop3 or IMAP in your ""Mail Settings"" and retrieving the email using your own client (Thunderbird, Outlook, etc.).",How can I make some data on a Google Spreadsheet auto-sorting?,48,47,0
2398,1213,Do google docs support including the position in the document when making links?,Is it possible to link to a specific portion of a Vimeo video?,77,76,0
2399,1954,How do I get the m dash in google docs.,How can I move Google contacts between two different accounts?,125,124,0
2400,1789,How can I stop google documents from saving my work every 3 seconds?,How can I see who has access to my Google Drive folders?,114,113,0
2401,112,Is it possible to download a youtube video?,How can I send a fax online? [closed],8,7,0
2402,1042,"Honestly, if you are really concerned with privacy of your account it may be better to not post anything you would not want to be public.",How can I set a Gmail filter that finds email sent “only to me”?,65,64,0
2403,803,"PopFax.com offers very good internet fax service. I'm using it for a long time. The price is great, it is reliable, saves a lot of time and leaves me extremely organized. More information on FAQ page.",Send urgent mail in Gmail,49,48,0
2404,1646,Forward them to an email address you have POP/IMAP access to.,Can I see only mail I have archived in Gmail?,106,105,0
2405,1510,How can I be sure that the person  I've sent mail to has actually read it. Is there a way to know?,What is the easiest way to format code when pasting to Gmail?,98,97,0
2406,1064,"The filtering of data offered by google spreadsheets is the same for all users, can this be changed?",Date of first commit,67,66,0
2407,383,"At the moment, there is no way to ""delete"" a list on Trello - you can only archive it. Do this by clicking the arrow next to the list title:   and clicking ""Archive This List"". Archiving a list removes it from all views, just like deleting it would - but they are still resurrectable.","Is it possible to export my data from Trello, to back it up?",23,22,0
2408,1865,This site worked perfectly for me (for testing gmail spam filters): http://www.maysoft.com/selfservespam.nsf/dl,How to forward multiple emails in Gmail,118,117,0
2409,516,"I'd like to have an instance of trello on my company server for all employees to use, is this an option?",How can I purposely send a message that will be marked as spam in Gmail?,32,31,0
